procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0  68516 62927136  13492 883644    0    0     0     0 1042   56  2  0 98  0  0
 1  0  68516 62927136  13492 883644    0    0     0     0 1094   60  2  0 98  0  0
 1  0  68516 62927136  13492 883644    0    0     0     4 1095  158  2  0 98  0  0
 1  0  68516 62927136  13492 883644    0    0     0     0 1097   62  2  0 98  0  0
 1  0  68516 62927136  13492 883644    0    0     0     0 1046   56  2  0 98  0  0
 1  0  68516 62927136  13492 883644    0    0     0     0 1089   58  2  0 98  0  0
 1  0  68516 62927136  13492 883644    0    0     0     0 1100  152  2  0 98  0  0
 1  0  68516 62927136  13492 883644    0    0     0     0 1093   60  2  0 98  0  0
 1  0  68516 62927136  13492 883644    0    0     0    14 1073   86  2  0 98  0  0
 1  0  68516 62927120  13492 883644    0    0     0     0 1113   60  2  0 98  0  0
 1  0  68516 62927120  13492 883644    0    0     0     0 1095  156  2  0 98  0  0
 1  0  68516 62927120  13492 883644    0    0     0     0 1097   62  2  0 98  0  0
 1  0  68516 62927120  13492 883644    0    0     0     0 1044   58  2  0 98  0  0
 1  0  68516 62927120  13492 883644    0    0     0     0 1094   60  2  0 98  0  0
 1  0  68516 62927120  13492 883644    0    0     0     4 1094  156  2  0 98  0  0
 1  0  68516 62927120  13492 883644    0    0     0     0 1092   58  2  0 98  0  0
 1  0  68516 62927120  13492 883644    0    0     0     0 1043   56  2  0 98  0  0
 1  0  68516 62927120  13492 883644    0    0     0     0 1093   60  2  0 98  0  0
 1  0  68516 62927120  13492 883644    0    0     0     0 1110  162  2  0 98  0  0
 1  0  68516 62927228  13492 883644    0    0     0     0 1114   62  2  0 98  0  0
 1  0  68516 62927228  13492 883644    0    0     0     4 1052   64  2  0 98  0  0
 1  0  68516 62927228  13492 883644    0    0     0     0 1090   60  2  0 98  0  0
 1  0  68516 62927228  13492 883644    0    0     0     0 1095  152  2  0 98  0  0
 1  0  68516 62927228  13492 883644    0    0     0     0 1092   60  2  0 98  0  0
 1  0  68516 62927228  13492 883644    0    0     0     0 1044   56  2  0 98  0  0
 1  0  68516 62927228  13492 883644    0    0     0     0 1092   60  2  0 98  0  0
 1  0  68516 62927228  13492 883644    0    0     0     8 1115  172  2  0 98  0  0
 1  0  68516 62927228  13492 883644    0    0     0     0 1097   58  2  0 98  0  0
 1  0  68516 62927228  13492 883644    0    0     0     0 1058   66  2  0 98  0  0
 1  0  68516 62927212  13492 883644    0    0     0     0 1119   67  2  0 98  0  0
