procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  1  51360 63967212   4236 793012    0    0   100   125    0    0  0  0 99  0  0
 1  0  51360 63939484   6100 798396    0    0  7768  4112 1429 1011  1  0 98  1  0
 1  0  51360 63939484   6100 798396    0    0     0     0 1036   26  2  0 98  0  0
 1  0  51360 63939484   6100 798396    0    0     0    24 1100   44  2  0 98  0  0
 1  0  51360 63939484   6100 798396    0    0     0     0 1132  122  2  0 98  0  0
 1  0  51360 63939484   6100 798396    0    0     0     8 1100   40  2  0 98  0  0
 1  0  51360 63939484   6100 798396    0    0     0     0 1035   30  2  0 98  0  0
 1  0  51360 63939484   6100 798396    0    0     0     0 1094   30  2  0 98  0  0
 1  0  51360 63939484   6100 798396    0    0     0     0 1150  134  2  0 98  0  0
 1  0  51360 63939484   6100 798396    0    0     0     0 1090   28  2  0 98  0  0
 1  0  51360 63939484   6100 798396    0    0     0     0 1038   28  2  0 98  0  0
 1  0  51360 63939484   6100 798396    0    0     0     4 1095   38  2  0 98  0  0
 1  0  51360 63939484   6100 798396    0    0     0     0 1135  126  2  0 98  0  0
 1  0  51360 63939484   6100 798396    0    0     0     0 1086   28  2  0 98  0  0
 1  0  51360 63939484   6100 798396    0    0     0     0 1037   26  2  0 98  0  0
 1  0  51360 63939484   6100 798396    0    0     0     0 1115   48  2  0 98  0  0
 1  0  51360 63940672   6100 797848    0    0     0     0 1289  158  2  0 98  0  0
 1  0  51360 63940672   6100 797848    0    0     0     4 1093   38  2  0 98  0  0
 1  0  51360 63940672   6100 797848    0    0     0     0 1054   40  2  0 98  0  0
 1  0  51360 63940672   6100 797848    0    0     0     0 1111   44  2  0 98  0  0
 1  0  51360 63940672   6100 797848    0    0     0     0 1133  124  2  0 98  0  0
 1  0  51360 63940672   6100 797848    0    0     0    72 1110   34  2  0 98  0  0
 1  0  51360 63940672   6100 797848    0    0     0     0 1035   28  2  0 98  0  0
 1  0  51360 63940672   6100 797848    0    0     0     4 1091   34  2  0 98  0  0
 1  0  51360 63940672   6100 797848    0    0     0     0 1133  122  2  0 98  0  0
 1  0  51360 63940672   6100 797848    0    0     0     0 1088   28  2  0 98  0  0
 1  0  51360 63940672   6100 797848    0    0     0    12 1043   30  2  0 98  0  0
 1  0  51360 63940672   6100 797848    0    0     0     0 1087   30  2  0 98  0  0
 1  0  51360 63940672   6100 797848    0    0     0     0 1152  134  2  0 98  0  0
 1  0  51360 63940672   6100 797848    0    0     0     4 1090   32  2  0 98  0  0
 1  0  51360 63940672   6100 797848    0    0     0     0 1042   32  2  0 98  0  0
 1  0  51360 63940672   6100 797848    0    0     0     0 1091   30  2  0 98  0  0
 1  0  51360 63940672   6100 797848    0    0     0     0 1144  122  2  0 98  0  0
 1  0  51360 63940672   6100 797848    0    0     0    83 1151   95  2  0 98  0  0
 1  0  51360 63940672   6100 797848    0    0     0     0 1076   68  2  0 98  0  0
 1  0  51360 63940672   6100 797848    0    0     0     4 1141   83  2  0 98  0  0
 1  0  51360 63940672   6100 797848    0    0     0     0 1171  162  2  0 98  0  0
 1  0  51360 63940672   6100 797848    0    0     0     0 1130   70  2  0 98  0  0
 1  0  51360 63940672   6100 797848    0    0     0     0 1101   84  2  0 98  0  0
 1  0  51360 63940672   6100 797848    0    0     0     0 1134   72  2  0 98  0  0
 1  0  51360 63937940   6100 797848    0    0     0     0 1182  162  2  0 98  0  0
 1  0  51360 63937940   6100 797848    0    0     0     4 1130   72  2  0 98  0  0
 1  0  51360 63937940   6100 797848    0    0     0     0 1080   68  2  0 98  0  0
 1  0  51360 63937940   6100 797848    0    0     0     0 1133   76  2  0 98  0  0
 1  0  51360 63937940   6100 797848    0    0     0     0 1168  156  2  0 98  0  0
 1  0  51360 63937940   6100 797848    0    0     0     0 1126   68  2  0 98  0  0
 1  0  51360 63937940   6100 797848    0    0     0     0 1078   68  2  0 98  0  0
 1  0  51360 63937940   6100 797848    0    0     0     4 1143   86  2  0 98  0  0
 1  0  51360 63937940   6100 797848    0    0     0     0 1183  166  2  0 98  0  0
 1  0  51360 63937940   6100 797848    0    0     0     0 1130   68  2  0 98  0  0
 1  0  51360 63937748   6100 797848    0    0     0     0 1086   68  2  0 98  0  0
 1  0  51360 63937748   6100 797848    0    0     0     0 1144   82  2  0 98  0  0
 1  0  51360 63937748   6100 797848    0    0     0     0 1164  156  2  0 98  0  0
 1  0  51360 63937748   6100 797848    0    0     0     8 1132   74  2  0 98  0  0
 1  0  51360 63937748   6100 797848    0    0     0     0 1077   66  2  0 98  0  0
 1  0  51360 63937748   6100 797848    0    0     0     0 1138   80  2  0 98  0  0
 1  0  51360 63937748   6100 797848    0    0     0     0 1169  156  2  0 98  0  0
 1  0  51360 63937748   6100 797848    0    0     0     0 1126   68  2  0 98  0  0
 1  0  51360 63937748   6100 797848    0    0     0     0 1097   78  2  0 98  0  0
 1  0  51360 63937748   6100 797848    0    0     0     4 1144   86  2  0 98  0  0
 1  0  51360 63937748   6100 797848    0    0     0     0 1165  152  2  0 98  0  0
 1  0  51360 63937748   6100 797848    0    0     0     0 1131   68  2  0 98  0  0
 1  0  51360 63937748   6100 797848    0    0     0     0 1074   66  2  0 98  0  0
 1  0  51360 63937748   6100 797848    0    0     0    25 1147   92  2  0 98  0  0
 1  0  51360 63937748   6100 797848    0    0     0     0 1161  152  2  0 98  0  0
 1  0  51360 63937748   6100 797848    0    0     0     4 1138   80  2  0 98  0  0
 1  0  51360 63937748   6100 797848    0    0     0     0 1075   66  2  0 98  0  0
 1  0  51360 63937748   6100 797848    0    0     0     0 1143   84  2  0 98  0  0
 1  0  51360 63937748   6100 797848    0    0     0     0 1180  160  2  0 98  0  0
 1  0  51360 63937748   6100 797848    0    0     0     0 1131   68  2  0 98  0  0
 1  0  51360 63937748   6100 797848    0    0     0     0 1079   70  2  0 98  0  0
 1  0  51360 63937748   6100 797848    0    0     0     4 1150   90  2  0 98  0  0
 1  0  51360 63937748   6100 797848    0    0     0     0 1173  146  2  0 98  0  0
 1  0  51360 63937748   6100 797848    0    0     0     0 1136   68  2  0 98  0  0
 1  0  51360 63937748   6100 797848    0    0     0     0 1084   70  2  0 98  0  0
 1  0  51360 63937748   6100 797848    0    0     0     0 1146   86  2  0 98  0  0
 1  0  51360 63937748   6100 797848    0    0     0     0 1156  148  2  0 98  0  0
 1  0  51360 63937748   6100 797848    0    0     0     4 1132   72  2  0 98  0  0
 1  0  51360 63937748   6100 797848    0    0     0     0 1094   76  2  0 98  0  0
 1  0  51360 63937748   6100 797848    0    0     0     0 1169  104  2  0 98  0  0
 1  0  51360 63937748   6100 797848    0    0     0     0 1154  146  2  0 98  0  0
 1  0  51360 63937748   6100 797848    0    0     0     0 1130   68  2  0 98  0  0
 1  0  51360 63937748   6100 797848    0    0     0     0 1079   68  2  0 98  0  0
 1  0  51360 63937748   6100 797848    0    0     0     4 1154   98  2  0 98  0  0
 1  0  51360 63937748   6100 797848    0    0     0     0 1153  142  2  0 98  0  0
 1  0  51360 63937748   6100 797848    0    0     0     0 1124   68  2  0 98  0  0
 1  0  51360 63937748   6100 797848    0    0     0     0 1081   66  2  0 98  0  0
 1  0  51360 63937748   6100 797848    0    0     0     0 1145   90  2  0 98  0  0
 1  0  51360 63937748   6100 797848    0    0     0     0 1174  154  2  0 98  0  0
 1  0  51360 63937748   6100 797848    0    0     0     4 1128   72  2  0 98  0  0
 1  0  51360 63937748   6100 797848    0    0     0     0 1082   70  2  0 98  0  0
 1  0  51360 63937748   6100 797848    0    0     0     0 1151   92  2  0 98  0  0
 1  0  51360 63937748   6100 797848    0    0     0     0 1154  144  2  0 98  0  0
